CoC_Number,Year,weighted median income,weighted median rent,total population,tract count,CoC Name,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,Average Temperature,"Beds (ES, TH, SH)"
NM-500,2019,54659.79962975796,979.1293986041676,505075.0,117.0,Albuquerque CoC,1524.0,957.0,567.0,1224.0,300.0,17.16680413,9.130963852,41.60676238,48.3380794,5.642386516,35.6,1198.0
NM-500,2020,57161.28252685775,1023.1218107027794,515866.0,133.0,Albuquerque CoC,1586.0,1019.0,567.0,1311.0,275.0,16.02392191,7.730778006,40.83221238,48.38432284,5.640050697,37.1,1154.0
NM-500,2021,60183.93105677586,1070.991043845862,516628.0,133.0,Albuquerque CoC,1567.0,1154.0,413.0,1088.0,479.0,16.70227708,7.09389262,41.64232975,49.1374453,5.711152007,35.1,1360.0
NM-500,2022,65352.35480347865,1177.9145906232875,516407.0,133.0,Albuquerque CoC,1277.0,1114.0,163.0,849.0,428.0,17.14791545,6.741745871,41.50780243,49.17331985,5.433150138,35.6,1120.0
NM-500,2023,69568.47858329045,1246.947321090404,514855.0,133.0,Albuquerque CoC,2394.0,1417.0,977.0,1865.0,529.0,17.14791545,6.741745871,41.50780243,49.17331985,5.433150138,35.6,1769.0
NM-501,2007,45757.68386854576,700.673045516944,1521016.0,382.0,New Mexico Balance of State CoC,1739.0,759.0,980.0,1040.0,699.0,18.80546345,17.31559495,27.58171346,40.85109597,8.673773847,30.8,1454.0
NM-501,2008,45757.68386854576,700.673045516944,1521016.0,382.0,New Mexico Balance of State CoC,1739.0,759.0,980.0,1040.0,699.0,18.80546345,17.31559495,27.58171346,40.85109597,8.673773847,32.5,1738.0
NM-501,2009,45757.68386854576,700.673045516944,1521016.0,382.0,New Mexico Balance of State CoC,1473.0,1037.0,436.0,889.0,584.0,18.80546345,17.31559495,27.58171346,40.85109597,8.673773847,37.8,1759.0
NM-501,2010,45757.68386854576,700.673045516944,1521016.0,382.0,New Mexico Balance of State CoC,1473.0,1037.0,436.0,889.0,584.0,18.80546345,17.31559495,27.58171346,40.85109597,8.673773847,33.6,1728.0
NM-501,2011,46960.326277797365,735.7469291505244,1540209.0,382.0,New Mexico Balance of State CoC,1962.0,1501.0,461.0,1193.0,769.0,19.3094025,17.28225146,27.3671265,41.96845537,8.648303683,33.8,1899.0
NM-501,2012,47445.67169620904,768.3060549279252,1555675.0,382.0,New Mexico Balance of State CoC,1814.0,1353.0,461.0,1132.0,682.0,19.75379064,17.61290488,27.68198849,42.5182554,9.549270638,38.6,1721.0
NM-501,2013,47114.664646409154,771.6586923245973,1565312.0,382.0,New Mexico Balance of State CoC,1648.0,1364.0,284.0,969.0,679.0,20.73262726,18.12974028,27.99238013,43.34398646,10.26461521,32.0,1573.0
NM-501,2014,47299.30841534945,797.7280031119936,1573268.0,382.0,New Mexico Balance of State CoC,1492.0,1208.0,284.0,936.0,556.0,21.14104112,18.28416732,28.36114426,43.38736681,10.04924099,36.4,1427.0
NM-501,2015,47560.80804955719,801.0077624803941,1577975.0,382.0,New Mexico Balance of State CoC,1342.0,1071.0,271.0,787.0,555.0,21.05102702,18.63002594,28.55240014,43.33214044,9.650497446,35.6,1379.0
NM-501,2016,47897.46648100688,820.0895391915552,1576360.0,382.0,New Mexico Balance of State CoC,1041.0,770.0,271.0,689.0,352.0,20.91448776,18.78436254,28.83833853,41.8717847,8.908794057,34.3,1001.0
NM-501,2017,48854.80031525104,836.7340422365472,1579059.0,382.0,New Mexico Balance of State CoC,1164.0,752.0,412.0,761.0,403.0,20.70397103,18.84865271,28.97626357,41.67799464,8.181337195,37.2,992.0
NM-501,2018,49287.38004298728,848.4601743814198,1586981.0,382.0,New Mexico Balance of State CoC,1211.0,799.0,412.0,834.0,377.0,19.89225587,18.36860792,29.55212583,40.9495549,7.577092245,37.0,882.0
NM-501,2019,52027.867800947344,864.7934796919955,1587379.0,382.0,New Mexico Balance of State CoC,1717.0,1025.0,692.0,1240.0,477.0,19.26081556,18.72544481,29.69801966,40.42574117,7.071767693,35.6,1267.0
NM-501,2020,53222.588101103305,839.8072288928031,1581155.0,479.0,New Mexico Balance of State CoC,1747.0,1055.0,692.0,1244.0,503.0,18.95896648,17.5493117,30.15437055,40.1843878,6.96833013,37.1,1225.0
NM-501,2021,55943.03848718371,868.6639648203283,1592738.0,479.0,New Mexico Balance of State CoC,1180.0,818.0,362.0,853.0,327.0,18.65590446,17.00491087,30.02654711,41.09133299,7.02171337,35.1,1531.0
NM-501,2022,61275.431246773296,938.0969088803902,1596056.0,479.0,New Mexico Balance of State CoC,1283.0,892.0,391.0,937.0,346.0,18.18039408,15.70903866,29.14743322,41.53650026,6.581633651,35.6,1525.0
NM-501,2023,64515.75041767896,952.965791889934,1599913.0,479.0,New Mexico Balance of State CoC,1448.0,825.0,623.0,946.0,502.0,18.18039408,15.70903866,29.14743322,41.53650026,6.581633651,35.6,1706.0
NV-500,2007,59885.10092053847,1142.5329816973804,1895521.0,487.0,Las Vegas/Clark County CoC,7533.0,3844.0,3689.0,5624.0,1909.0,11.78917861,14.30665253,42.60174517,49.6274197,10.58870197,27.4,4643.0
NV-500,2008,59885.10092053847,1142.5329816973804,1895521.0,487.0,Las Vegas/Clark County CoC,7533.0,3844.0,3689.0,5624.0,1909.0,11.78917861,14.30665253,42.60174517,49.6274197,10.58870197,27.6,4231.0
NV-500,2009,59885.10092053847,1142.5329816973804,1895521.0,487.0,Las Vegas/Clark County CoC,9949.0,7004.0,2945.0,8566.0,1383.0,11.78917861,14.30665253,42.60174517,49.6274197,10.58870197,34.4,7459.0
NV-500,2010,59885.10092053847,1142.5329816973804,1895521.0,487.0,Las Vegas/Clark County CoC,9949.0,7004.0,2945.0,8566.0,1383.0,11.78917861,14.30665253,42.60174517,49.6274197,10.58870197,32.9,3039.0
NV-500,2011,59564.912770033625,1170.3287824150527,1928695.0,487.0,Las Vegas/Clark County CoC,8003.0,3762.0,4241.0,7113.0,890.0,12.98784961,15.2932368,43.78624139,49.64581839,10.56436167,32.9,3753.0
NV-500,2012,57672.82646885342,1154.833300848743,1954773.0,487.0,Las Vegas/Clark County CoC,7323.0,3082.0,4241.0,6581.0,742.0,14.28454805,15.72565074,44.97351428,49.72899773,12.11221624,35.0,3280.0
NV-500,2013,56345.17113446388,1134.24770084854,1976925.0,487.0,Las Vegas/Clark County CoC,5952.0,2920.0,3032.0,5349.0,603.0,15.12435348,16.01368979,46.14515426,49.63768907,12.73907482,26.0,2874.0
NV-500,2014,55855.23387899759,1109.46818023241,2003613.0,487.0,Las Vegas/Clark County CoC,7443.0,3949.0,3494.0,6352.0,1091.0,15.78998996,15.90380466,47.55940586,48.82953893,12.21255667,37.1,3992.0
NV-500,2015,55335.94311083076,1140.862644504837,2035572.0,487.0,Las Vegas/Clark County CoC,7509.0,3593.0,3916.0,6878.0,631.0,15.52137879,15.4759662,47.54592649,48.54242855,10.85948047,37.7,3303.0
NV-500,2016,56585.52880535883,1154.469251306546,2070153.0,487.0,Las Vegas/Clark County CoC,6208.0,2477.0,3731.0,5851.0,357.0,14.84119367,14.88184878,47.80601814,48.11565878,9.61995543,31.1,2451.0
NV-500,2017,58894.68693394735,1183.3819647080431,2112436.0,487.0,Las Vegas/Clark County CoC,6490.0,2137.0,4353.0,6190.0,300.0,14.44364692,14.58950763,47.45415249,47.50701404,8.312700102,29.1,2131.0
NV-500,2018,61295.62908636358,1221.1984843857836,2141574.0,487.0,Las Vegas/Clark County CoC,6083.0,2199.0,3884.0,5786.0,297.0,14.01114561,13.54802629,47.01570777,48.18034663,7.252650538,38.5,1883.0
NV-500,2019,64146.11584809194,1263.8208692559683,2182004.0,487.0,Las Vegas/Clark County CoC,5530.0,2213.0,3317.0,5188.0,342.0,13.569045,12.92171062,46.41575955,48.74997576,6.43177352,34.1,1909.0
NV-500,2020,66051.9668118227,1308.2424223798112,2228866.0,535.0,Las Vegas/Clark County CoC,5283.0,1822.0,3461.0,5013.0,270.0,13.40212024,11.52672393,45.97655289,48.99010483,7.033745262,35.3,2275.0
NV-500,2021,69810.96416372387,1392.6263666177083,2231147.0,535.0,Las Vegas/Clark County CoC,5083.0,2289.0,2794.0,4777.0,306.0,13.71507596,10.55353909,45.352969,50.41209634,7.796752391,33.7,2577.0
NV-500,2022,76084.31944511869,1545.3551784127108,2265926.0,535.0,Las Vegas/Clark County CoC,5645.0,2778.0,2867.0,5129.0,516.0,13.46271391,10.11707952,44.61178954,51.47398421,7.681394147,34.2,2705.0
NV-500,2023,79847.58416341,1652.7549399153531,2293764.0,535.0,Las Vegas/Clark County CoC,6566.0,2654.0,3912.0,5772.0,794.0,13.46271391,10.11707952,44.61178954,51.47398421,7.681394147,29.3,2709.0
NV-501,2007,61575.18338646075,1076.92922750482,412844.0,112.0,"Reno, Sparks/Washoe County CoC",863.0,765.0,98.0,742.0,121.0,12.85127041,11.21107882,41.65670276,49.91421195,9.540222224,27.4,652.0
NV-501,2008,61575.18338646075,1076.92922750482,412844.0,112.0,"Reno, Sparks/Washoe County CoC",863.0,765.0,98.0,742.0,121.0,12.85127041,11.21107882,41.65670276,49.91421195,9.540222224,27.6,700.0
NV-501,2009,61575.18338646075,1076.92922750482,412844.0,112.0,"Reno, Sparks/Washoe County CoC",700.0,645.0,55.0,522.0,178.0,12.85127041,11.21107882,41.65670276,49.91421195,9.540222224,34.4,596.0
NV-501,2010,61575.18338646075,1076.92922750482,412844.0,112.0,"Reno, Sparks/Washoe County CoC",934.0,695.0,239.0,790.0,144.0,12.85127041,11.21107882,41.65670276,49.91421195,9.540222224,32.9,598.0
NV-501,2011,61972.10573284992,1055.9280994603391,417855.0,112.0,"Reno, Sparks/Washoe County CoC",850.0,675.0,175.0,636.0,214.0,13.04585657,12.0165407,42.20326606,49.74911522,9.519263037,32.9,713.0
NV-501,2012,60049.15374043269,1020.4991801142152,422010.0,112.0,"Reno, Sparks/Washoe County CoC",869.0,705.0,164.0,749.0,120.0,15.28179292,11.89858628,43.71933268,52.08390208,10.94433165,35.0,983.0
NV-501,2013,59641.81337971069,1078.3336302424236,425495.0,112.0,"Reno, Sparks/Washoe County CoC",746.0,657.0,89.0,589.0,157.0,15.25449688,11.34756557,43.1098543,51.12954465,11.33371598,26.0,763.0
NV-501,2014,58870.56670581532,1103.7406770003604,429985.0,112.0,"Reno, Sparks/Washoe County CoC",769.0,672.0,97.0,700.0,69.0,15.64054116,11.08948025,43.457204,49.65342518,10.67757009,37.1,927.0
NV-501,2015,59213.9816444799,1127.366995464566,435019.0,112.0,"Reno, Sparks/Washoe County CoC",907.0,794.0,113.0,738.0,169.0,15.04384229,10.86254053,43.46113112,48.0748611,9.077660256,37.7,927.0
NV-501,2016,60808.09330232728,1145.4694758520984,439914.0,112.0,"Reno, Sparks/Washoe County CoC",989.0,869.0,120.0,877.0,112.0,14.84157242,10.02186472,43.41606065,47.15622256,8.0289874,31.1,896.0
NV-501,2017,63953.52243177549,1181.4348233984438,445551.0,112.0,"Reno, Sparks/Washoe County CoC",1106.0,1026.0,80.0,911.0,195.0,13.29220708,9.240476846,42.69008236,45.56446655,6.67710749,29.1,1001.0
NV-501,2018,66546.43305674316,1218.8716053329072,450486.0,112.0,"Reno, Sparks/Washoe County CoC",1192.0,1008.0,184.0,1051.0,141.0,12.17014519,8.611453381,42.9805628,44.80047391,5.676670624,38.5,902.0
NV-501,2019,71333.09156205683,1275.1841527040986,456936.0,112.0,"Reno, Sparks/Washoe County CoC",1256.0,1030.0,226.0,1101.0,155.0,11.4106026,8.024812553,42.91120983,44.51988491,5.350604253,34.1,995.0
NV-501,2020,75461.60441163165,1340.1834194346184,464182.0,139.0,"Reno, Sparks/Washoe County CoC",1231.0,772.0,459.0,1052.0,179.0,11.20618574,8.038336096,44.59028756,45.76022619,5.413826337,35.3,705.0
NV-501,2021,81969.82526815603,1446.9743412303703,479758.0,139.0,"Reno, Sparks/Washoe County CoC",1708.0,928.0,780.0,1516.0,192.0,11.15772933,7.762697093,43.00153389,45.87006646,5.230337749,33.7,994.0
NV-501,2022,89925.79200655881,1624.7233199225766,486674.0,139.0,"Reno, Sparks/Washoe County CoC",1605.0,1188.0,417.0,1372.0,233.0,11.25156315,8.453656774,43.49175221,48.40053338,5.139932101,34.2,1346.0
NV-501,2023,94141.2274152551,1713.581434410395,491770.0,139.0,"Reno, Sparks/Washoe County CoC",1690.0,1361.0,329.0,1494.0,196.0,11.25156315,8.453656774,43.49175221,48.40053338,5.139932101,29.3,1482.0
NV-502,2007,55173.44789608759,864.9722894087381,324966.0,88.0,Nevada Balance of State CoC,246.0,209.0,37.0,111.0,135.0,11.8526933,15.17892644,29.90072157,42.27603583,12.13230409,27.4,376.0
NV-502,2008,55173.44789608759,864.9722894087381,324966.0,88.0,Nevada Balance of State CoC,330.0,254.0,76.0,146.0,184.0,11.8526933,15.17892644,29.90072157,42.27603583,12.13230409,27.6,338.0
NV-502,2009,55173.44789608759,864.9722894087381,324966.0,88.0,Nevada Balance of State CoC,440.0,143.0,297.0,306.0,134.0,11.8526933,15.17892644,29.90072157,42.27603583,12.13230409,34.4,317.0
NV-502,2010,55173.44789608759,864.9722894087381,324966.0,88.0,Nevada Balance of State CoC,322.0,149.0,173.0,209.0,113.0,11.8526933,15.17892644,29.90072157,42.27603583,12.13230409,32.9,309.0
NV-502,2011,54994.87930707428,906.1772914461244,326846.0,88.0,Nevada Balance of State CoC,297.0,108.0,189.0,224.0,73.0,12.97108292,16.03202271,30.47908957,43.10980698,12.1088275,32.9,284.0
NV-502,2012,55147.53890862224,886.8423833535418,327421.0,88.0,Nevada Balance of State CoC,305.0,183.0,122.0,163.0,142.0,13.30402847,15.69329839,31.4375465,41.53300026,12.96141361,35.0,342.0
NV-502,2013,54779.26840248317,899.466244056085,327646.0,88.0,Nevada Balance of State CoC,341.0,121.0,220.0,262.0,79.0,13.45429182,15.10219402,31.78971906,42.06028118,13.01959179,26.0,267.0
NV-502,2014,56363.055602983055,897.4508241205417,327986.0,88.0,Nevada Balance of State CoC,370.0,176.0,194.0,304.0,66.0,13.91407404,14.99803158,31.56352312,41.25534445,11.77528001,37.1,256.0
NV-502,2015,56281.97180874575,886.1517535703944,328045.0,88.0,Nevada Balance of State CoC,327.0,141.0,186.0,242.0,85.0,14.05522026,15.24891849,32.9930402,38.96024164,10.23920692,37.7,236.0
NV-502,2016,57049.64169186126,891.7733732395436,329105.0,88.0,Nevada Balance of State CoC,201.0,125.0,76.0,125.0,76.0,13.83268585,14.42576162,33.24632637,38.36628865,9.136228228,31.1,230.0
NV-502,2017,58660.32481242684,904.6632477906702,329738.0,88.0,Nevada Balance of State CoC,237.0,92.0,145.0,180.0,57.0,12.91248295,14.90176031,32.3531969,37.75622389,7.681687466,29.1,199.0
NV-502,2018,61247.233928576825,913.6538851050066,330789.0,88.0,Nevada Balance of State CoC,269.0,98.0,171.0,221.0,48.0,12.43219131,14.41144486,31.8436151,36.58983891,6.767554562,38.5,248.0
NV-502,2019,62517.939731647486,945.0617858578104,333442.0,88.0,Nevada Balance of State CoC,383.0,119.0,264.0,325.0,58.0,11.87040124,12.9607294,32.09635875,36.731956,5.926169576,34.1,159.0
NV-502,2020,63372.42982744868,971.7793424724152,337233.0,105.0,Nevada Balance of State CoC,386.0,97.0,289.0,316.0,70.0,11.16857405,12.66049822,31.00022818,37.11258905,5.800043032,35.3,173.0
NV-502,2021,67403.60458526755,1058.300049090956,348333.0,105.0,Nevada Balance of State CoC,299.0,76.0,223.0,29.0,47.0,10.90152505,12.03877621,29.93377907,38.0356952,6.284334482,33.7,131.0
NV-502,2022,73956.3786671285,1168.4299253017316,352217.0,105.0,Nevada Balance of State CoC,368.0,85.0,283.0,319.0,49.0,11.11549896,10.96960205,29.79026235,37.75230835,5.955643296,34.2,192.0
NV-502,2023,76365.67163948169,1190.6167087710216,355466.0,105.0,Nevada Balance of State CoC,410.0,96.0,314.0,372.0,38.0,11.11549896,10.96960205,29.79026235,37.75230835,5.955643296,29.3,204.0
NY-500,2007,55218.80052045533,784.5466615583441,741274.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",612.0,602.0,10.0,337.0,275.0,14.72826932,9.616906788,36.52975389,52.81609134,7.956055312,25.2,625.0
NY-500,2008,55218.80052045533,784.5466615583441,741274.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",595.0,591.0,4.0,320.0,275.0,14.72826932,9.616906788,36.52975389,52.81609134,7.956055312,25.9,651.0
NY-500,2009,55218.80052045533,784.5466615583441,741274.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",663.0,663.0,0.0,340.0,323.0,14.72826932,9.616906788,36.52975389,52.81609134,7.956055312,15.0,686.0
NY-500,2010,55218.80052045533,784.5466615583441,741274.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",709.0,705.0,4.0,375.0,334.0,14.72826932,9.616906788,36.52975389,52.81609134,7.956055312,21.8,686.0
NY-500,2011,56480.127498879214,810.3264116168517,742783.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",694.0,694.0,0.0,360.0,334.0,14.94216356,8.964458066,35.9896489,53.39515037,7.754191044,18.6,738.0
NY-500,2012,56919.64314947647,811.178897234762,744746.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",699.0,699.0,0.0,377.0,322.0,14.84448022,8.37900681,35.55732802,53.51462131,8.133511036,26.0,759.0
NY-500,2013,57093.25460117769,815.4881735668705,746548.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",1007.0,883.0,124.0,441.0,566.0,15.6255243,7.753060686,36.95792524,53.67192385,8.635340133,24.3,912.0
NY-500,2014,57102.80852212877,799.1056938065117,748076.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",838.0,787.0,51.0,494.0,344.0,16.24158641,7.701533802,38.12082902,53.56675141,8.331927427,16.9,759.0
NY-500,2015,57200.27468119292,859.3017577760104,749356.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",762.0,727.0,35.0,406.0,356.0,15.75394212,7.750268384,38.1066849,53.33396956,7.881438344,16.2,740.0
NY-500,2016,58373.5884434277,837.5871821428763,749236.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",860.0,791.0,69.0,541.0,319.0,15.61063353,7.897439747,39.19225825,52.61804604,7.548619323,23.7,685.0
NY-500,2017,60220.74390928033,885.6347504942031,748680.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",817.0,752.0,65.0,510.0,307.0,15.5006187,8.108653643,38.79972489,52.20607343,6.833196513,27.9,637.0
NY-500,2018,62632.78275924154,933.2205635755824,744248.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",835.0,779.0,56.0,543.0,292.0,15.11460202,8.240863412,38.19317033,51.83207937,6.131099741,19.1,700.0
NY-500,2019,64891.7707377906,935.5561565956943,743341.0,192.0,"Rochester, Irondequoit, Greece/Monroe County CoC",849.0,814.0,35.0,606.0,243.0,14.84332669,8.267581021,39.07758583,51.21458051,5.796183387,19.4,736.0
NY-500,2020,67787.87917920451,944.4907641666352,743084.0,210.0,"Rochester, Irondequoit, Greece/Monroe County CoC",815.0,771.0,44.0,587.0,228.0,15.33156625,8.031318019,40.70648698,49.95578302,5.764812004,27.7,748.0
NY-500,2021,71182.14909973434,985.7113775728478,757332.0,210.0,"Rochester, Irondequoit, Greece/Monroe County CoC",521.0,488.0,33.0,367.0,154.0,15.02253627,7.582368198,40.07083373,50.30815537,5.889034834,24.0,642.0
NY-500,2022,77123.84396871521,1054.817551685206,756406.0,210.0,"Rochester, Irondequoit, Greece/Monroe County CoC",748.0,706.0,42.0,504.0,244.0,14.58686972,7.029209214,39.80972477,50.15622094,5.636350049,15.8,827.0
NY-500,2023,81166.08904634595,1120.2112064163975,754068.0,210.0,"Rochester, Irondequoit, Greece/Monroe County CoC",803.0,761.0,42.0,448.0,355.0,14.58686972,7.029209214,39.80972477,50.15622094,5.636350049,30.5,835.0
NY-501,2007,45087.27978998203,645.8963543226515,320544.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",175.0,174.0,1.0,139.0,36.0,13.28729415,15.14962551,26.9994568,44.67883665,7.527300063,25.2,264.0
NY-501,2008,45087.27978998203,645.8963543226515,320544.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",177.0,176.0,1.0,151.0,26.0,13.28729415,15.14962551,26.9994568,44.67883665,7.527300063,25.9,268.0
NY-501,2009,45087.27978998203,645.8963543226515,320544.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",184.0,178.0,6.0,145.0,39.0,13.28729415,15.14962551,26.9994568,44.67883665,7.527300063,15.0,276.0
NY-501,2010,45087.27978998203,645.8963543226515,320544.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",256.0,245.0,11.0,202.0,54.0,13.28729415,15.14962551,26.9994568,44.67883665,7.527300063,21.8,297.0
NY-501,2011,46398.593644284665,663.6328065510742,320436.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",297.0,281.0,16.0,225.0,72.0,14.18374061,14.93479317,27.96959189,45.39109711,7.527300063,18.6,320.0
NY-501,2012,47841.393780733386,678.824230787243,320295.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",305.0,286.0,19.0,220.0,85.0,14.09098956,15.07704139,27.80438979,43.60161138,7.780257104,26.0,380.0
NY-501,2013,48096.1340275781,684.1503950444425,319964.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",349.0,307.0,42.0,270.0,79.0,14.31139149,14.80163144,28.30454427,43.1942076,7.923957374,24.3,386.0
NY-501,2014,48200.58161974257,691.052607184241,319310.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",512.0,365.0,147.0,378.0,134.0,15.0603911,15.31253541,28.7327557,44.54547944,7.423129574,16.9,430.0
NY-501,2015,47985.40458120818,702.5256353448791,318213.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",648.0,477.0,171.0,353.0,295.0,15.24701546,15.72041921,28.82862929,44.6959719,6.912214277,16.2,561.0
NY-501,2016,48994.7256903311,709.1137225913044,316551.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",506.0,380.0,126.0,330.0,176.0,14.93081056,16.71132976,28.60264281,44.81629684,6.559553576,23.7,448.0
NY-501,2017,50031.45055948484,730.0796705132243,314307.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",226.0,189.0,37.0,120.0,106.0,14.6440019,17.51027707,28.32562753,46.1438536,6.148382971,27.9,131.0
NY-501,2018,52098.32471733779,748.9978208613214,311591.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",233.0,219.0,14.0,119.0,114.0,14.16924544,18.25777263,27.95947782,44.97893776,5.653720221,19.1,147.0
NY-501,2019,53800.535868905,768.8516974889828,309516.0,85.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",240.0,233.0,7.0,129.0,111.0,13.79972316,19.04921798,27.3495765,44.02754186,5.445887324,19.4,142.0
NY-501,2020,55716.67128609778,772.6563344993085,307325.0,95.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",252.0,231.0,21.0,174.0,78.0,13.49471873,18.64905832,26.96407813,44.75462468,5.434444978,27.7,136.0
NY-501,2021,59295.34288361555,819.9783064209851,305436.0,95.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",256.0,245.0,11.0,181.0,75.0,13.20454623,17.74641642,25.98379435,43.9203864,6.055258683,24.0,123.0
NY-501,2022,63310.08733667516,887.926925795053,304225.0,95.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",497.0,487.0,10.0,336.0,161.0,14.12632621,17.36640543,26.25170893,44.34181651,6.277796533,15.8,101.0
NY-501,2023,66129.00676697452,903.310185537536,302203.0,95.0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",594.0,575.0,19.0,373.0,221.0,14.12632621,17.36640543,26.25170893,44.34181651,6.277796533,30.5,92.0
NY-503,2007,60893.42001828755,889.9989080096832,304032.0,75.0,Albany City & County CoC,619.0,539.0,80.0,396.0,223.0,12.47941078,9.320914454,42.0662313,44.61671651,6.462681937,25.2,419.0
NY-503,2008,60893.42001828755,889.9989080096832,304032.0,75.0,Albany City & County CoC,538.0,466.0,72.0,384.0,154.0,12.47941078,9.320914454,42.0662313,44.61671651,6.462681937,25.9,380.0
NY-503,2009,60893.42001828755,889.9989080096832,304032.0,75.0,Albany City & County CoC,639.0,604.0,35.0,429.0,210.0,12.47941078,9.320914454,42.0662313,44.61671651,6.462681937,15.0,426.0
NY-503,2010,60893.42001828755,889.9989080096832,304032.0,75.0,Albany City & County CoC,650.0,612.0,38.0,442.0,208.0,12.47941078,9.320914454,42.0662313,44.61671651,6.462681937,21.8,446.0
NY-503,2011,61729.480317939706,887.219646199956,303957.0,75.0,Albany City & County CoC,641.0,608.0,33.0,360.0,281.0,12.77199588,10.32215498,41.93537475,45.73191635,6.455717352,18.6,466.0
NY-503,2012,62862.12808732689,938.5311072506412,304511.0,75.0,Albany City & County CoC,590.0,562.0,28.0,372.0,218.0,12.84603723,11.03167719,40.57341223,44.69142964,6.950732021,26.0,443.0
NY-503,2013,62641.01704015016,952.634874983212,305279.0,75.0,Albany City & County CoC,728.0,709.0,19.0,444.0,284.0,12.7806974,11.11725292,41.40263888,46.16461991,7.249106935,24.3,485.0
NY-503,2014,62945.79176412173,968.2930642484744,306124.0,75.0,Albany City & County CoC,650.0,621.0,29.0,439.0,211.0,13.49308482,11.22636396,42.33299981,46.35152729,6.758244205,16.9,483.0
NY-503,2015,62707.9018776243,959.2515749862586,307463.0,75.0,Albany City & County CoC,597.0,577.0,20.0,459.0,138.0,13.47839373,10.8330107,43.1204611,46.44013584,6.355051755,16.2,453.0
NY-503,2016,64072.20701806808,978.4743009701484,307891.0,75.0,Albany City & County CoC,748.0,722.0,26.0,468.0,280.0,12.54007159,10.22781292,42.96619145,46.07231566,5.673462875,23.7,458.0
NY-503,2017,66424.81456348435,1012.9752900382396,308580.0,75.0,Albany City & County CoC,802.0,777.0,25.0,515.0,287.0,12.04295773,10.36137265,43.49697703,47.08106305,5.160733706,27.9,478.0
NY-503,2018,68884.83709250356,1037.065869510061,307426.0,75.0,Albany City & County CoC,835.0,800.0,35.0,580.0,255.0,11.73831372,10.50160935,44.09549363,46.93742898,4.748831525,19.1,456.0
NY-503,2019,70550.84306507518,1061.2271767741263,306968.0,75.0,Albany City & County CoC,750.0,716.0,34.0,543.0,207.0,11.63721938,10.65962492,44.19753086,46.17400324,4.407468875,19.4,446.0
NY-503,2020,73491.53260823412,1057.6130387209512,306165.0,85.0,Albany City & County CoC,820.0,766.0,54.0,592.0,228.0,12.56334398,10.41593124,46.98595989,43.45305378,4.670250391,27.7,469.0
NY-503,2021,78266.78365572536,1116.2496512318903,314679.0,85.0,Albany City & County CoC,723.0,674.0,49.0,590.0,133.0,12.43764218,10.91225049,45.70557757,42.64375262,5.308489232,24.0,495.0
NY-503,2022,85767.1798718262,1246.4847496040195,315041.0,85.0,Albany City & County CoC,734.0,667.0,67.0,533.0,201.0,12.60151026,9.946271502,44.92024924,43.46972294,5.368556685,15.8,494.0
