CoC_Number,Year,B01003_001E,B17001_002E,B25002_001E,B25002_003E,B25003_003E,B25003_001E,B25106_001E,B23025_003E,B23025_005E,B25064_001E,B19013_001E,Unemployment_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Poverty_Rate,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)",Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Year-Round Beds (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Year-Round PSH Beds,Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),State Initials,Average Temperature
MN-500,2014,1088706,146120,479685,29685,175416,450000,82490,626106,45119,285524,18077661,7.206287753191952,6.188436161230808,38.98133333333333,47.02535686596433,13.42143792722737,3731.0,1643.0,2088.0,210.0,3521.0,3214.0,2145.0,1069.0,0.0,1874.0,1302.0,1205.0,923.0,669,379,0.0,0.0,1472.0,1396.0,67.0,5348.0,1914.0,3374.0,MN,2.3
MN-500,2015,1113524,141676,486869,28061,178721,458808,82381,643255,39564,298915,18809588,6.1505934660437935,5.763562683185826,38.95333124095482,46.09475103653181,12.723210276563416,3215.0,1511.0,1704.0,123.0,3092.0,3025.0,1551.0,1474.0,0.0,1699.0,1285.0,629.0,904.0,1070,381,0.0,0.0,2177.0,1970.0,202.0,6148.0,2620.0,3478.0,MN,13.7
MN-500,2016,1116875,136543,485021,26742,180073,458279,82619,643468,33896,305792,19218732,5.2677056201707,5.5135757008459425,39.293312589056015,45.88083721601795,12.225450475657526,3056.0,1465.0,1591.0,170.0,2886.0,2982.0,1615.0,1367.0,0.0,1629.0,1316.0,613.0,989.0,1016,327,0.0,0.0,1057.0,915.0,142.0,6025.0,2429.0,3551.0,MN,12.6
MN-500,2017,1108493,132002,482190,25744,182268,456446,83200,641680,30495,313923,19850286,4.752368781947388,5.338974263257222,39.931996336916086,45.64706915092062,11.908239384461607,3057.0,1395.0,1662.0,298.0,2759.0,2894.0,1650.0,1244.0,0.0,1557.0,1249.0,631.0,996.0,926,253,0.0,0.0,1230.0,1049.0,181.0,4954.0,1776.0,3173.0,MN,14.6
MN-500,2018,1097452,127113,476003,25255,180091,450748,82223,638352,28022,319208,20087274,4.38974108328947,5.305638830007374,39.95381011119295,45.65636261667713,11.582556685850498,3013.0,1692.0,1321.0,404.0,2609.0,2766.0,1954.0,794.0,18.0,1468.0,1250.0,1018.0,907.0,450,325,0.0,18.0,1166.0,1037.0,129.0,4287.0,1742.0,2505.0,MN,10.4
MN-500,2019,1071448,118954,464751,24899,176291,439852,78647,622974,25107,315809,20319463,4.0301842452494006,5.357492506740169,40.0796176895865,44.6120335127715,11.10217201394748,3400.0,2057.0,1343.0,603.0,2797.0,2696.0,1932.0,746.0,18.0,1352.0,1293.0,992.0,917.0,360,358,0.0,18.0,775.0,631.0,144.0,5181.0,2266.0,2911.0,MN,6.6
MN-500,2020,1034833,114124,455329,23769,178347,431560,77745,601948,24919,343708,22319832,4.13972635510044,5.220181451214397,41.32611919547687,43.591986408518224,11.02825286785404,3049.0,1829.0,1220.0,642.0,2407.0,2593.0,1889.0,704.0,0.0,1331.0,1226.0,992.0,877.0,339,349,0.0,0.0,880.0,730.0,150.0,5126.0,2081.0,3045.0,MN,14.1
MN-500,2021,1077003,113545,473702,25410,179160,448292,78758,625795,28944,369380,24030593,4.625156800549701,5.3641318803804925,39.96502279764083,43.95958919401652,10.54268186810993,2369.0,1479.0,890.0,0.0,2369.0,2785.0,2104.0,681.0,0.0,1226.0,1512.0,925.0,1151.0,301,361,0.0,0.0,915.0,703.0,212.0,4804.0,1651.0,3153.0,MN,18.2
MN-500,2022,1092606,113854,485669,26424,184205,459245,82073,631570,28203,407797,26439791,4.465538261792043,5.44074256335076,40.11039858898845,44.555250943242584,10.420407722454389,2678.0,1738.0,940.0,487.0,2191.0,2612.0,1943.0,669.0,0.0,1254.0,1324.0,938.0,983.0,316,341,0.0,0.0,875.0,699.0,176.0,4938.0,1666.0,3272.0,MN,3.6
MN-500,2023,1092606,113854,485669,26424,184205,459245,82073,631570,28203,407797,26439791,4.465538261792043,5.44074256335076,40.11039858898845,44.555250943242584,10.420407722454389,3312.0,1626.0,1686.0,469.0,2843.0,2452.0,1916.0,536.0,0.0,1213.0,1203.0,944.0,951.0,269,252,0.0,0.0,1122.0,823.0,299.0,2780.0,893.0,1887.0,MN,15.1
MN-501,2007,456621,72947,197643,13168,71073,184475,36151,252460,20775,100231,6370747,8.2290263804167,6.6625177719423405,38.52717170348286,50.86460399870556,15.975393159753931,1294.0,618.0,676.0,124.0,1170.0,,537.0,923.0,,,,211.0,326.0,634,289,,,,,,1409.0,990.0,419.0,MN,14.5
MN-501,2008,456621,72947,197643,13168,71073,184475,36151,252460,20775,100231,6370747,8.2290263804167,6.6625177719423405,38.52717170348286,50.86460399870556,15.975393159753931,1294.0,618.0,676.0,124.0,1170.0,,539.0,818.0,,,,209.0,330.0,564,254,,,,,,1410.0,940.0,470.0,MN,8.5
MN-501,2009,456621,72947,197643,13168,71073,184475,36151,252460,20775,100231,6370747,8.2290263804167,6.6625177719423405,38.52717170348286,50.86460399870556,15.975393159753931,1377.0,693.0,684.0,93.0,1284.0,,553.0,841.0,,,,219.0,334.0,609,232,,,,,,1600.0,1055.0,545.0,MN,2.2
MN-501,2010,456621,72947,197643,13168,71073,184475,36151,252460,20775,100231,6370747,8.2290263804167,6.6625177719423405,38.52717170348286,50.86460399870556,15.975393159753931,1424.0,646.0,778.0,96.0,1328.0,,520.0,840.0,,,,194.0,326.0,612,228,,,,,,1753.0,1186.0,567.0,MN,8.8
MN-501,2011,472443,77759,202955,12491,75313,190464,38122,259251,21261,106175,6624387,8.200932686855596,6.154566283166219,39.54185567876344,50.61808718282368,16.458916737045527,1439.0,634.0,805.0,117.0,1322.0,,565.0,826.0,,,,242.0,323.0,664,162,,,,,,2038.0,1191.0,847.0,MN,5.0
MN-501,2012,478506,80853,204702,12277,78699,192425,40033,261607,22694,106957,6580663,8.674844327560043,5.99749880313822,40.89853189554372,50.868498964408694,16.896966809193614,1218.0,661.0,557.0,111.0,1107.0,,536.0,675.0,,,,193.0,338.0,449,207,,,,,,2106.0,1146.0,951.0,MN,18.4
MN-501,2013,477499,79388,202803,11747,78300,191056,39143,260351,22161,109661,6780051,8.51197037845063,5.792320626420714,40.98274851352483,49.99106002554278,16.62579398072038,1417.0,678.0,739.0,71.0,1346.0,,617.0,763.0,,,,255.0,351.0,528,221,,,96.0,42.0,54.0,2399.0,1316.0,1081.0,MN,11.4
MN-501,2014,486894,81829,204500,11284,80585,193216,40141,265088,20980,111183,6851958,7.914352969579913,5.517848410757946,41.70720851275257,49.81199975181486,16.806327455257204,1500.0,725.0,775.0,68.0,1432.0,1478.0,732.0,746.0,0.0,820.0,644.0,281.0,440.0,539,204,0.0,0.0,117.0,80.0,37.0,2411.0,1325.0,1085.0,MN,2.3
MN-501,2015,479684,79974,199252,11006,79823,188246,39400,260539,19041,109678,6738683,7.308310847896092,5.523658482725393,42.403557047692914,49.35920724603184,16.67222588203901,1398.0,738.0,660.0,84.0,1314.0,1365.0,781.0,584.0,0.0,685.0,664.0,306.0,468.0,379,196,0.0,0.0,343.0,233.0,110.0,2897.0,1474.0,1423.0,MN,13.7
MN-501,2016,483214,79052,198926,10498,80000,188428,38859,262060,17438,114179,6988373,6.654201327940166,5.277339312106009,42.45653512216868,48.57375,16.359625341980983,1346.0,802.0,544.0,136.0,1210.0,1333.0,808.0,525.0,0.0,622.0,663.0,311.0,477.0,311,186,0.0,0.0,424.0,358.0,66.0,2891.0,1378.0,1511.0,MN,12.6
MN-501,2017,499899,74170,204847,10216,80495,194631,38997,273405,15105,123145,7540930,5.524770944203654,4.987136741079928,41.357748765612875,48.44648735946332,14.836997073408828,1438.0,905.0,533.0,166.0,1272.0,1487.0,837.0,650.0,0.0,611.0,846.0,250.0,570.0,361,276,0.0,0.0,514.0,414.0,100.0,2414.0,1041.0,1373.0,MN,14.6
MN-501,2018,490512,72947,200039,10042,79652,189997,38345,267198,13338,122444,7495681,4.991803830866997,5.020021095886302,41.92276720158739,48.14066187917441,14.871603548944776,1424.0,886.0,538.0,129.0,1295.0,1468.0,859.0,609.0,0.0,635.0,809.0,259.0,589.0,376,220,0.0,0.0,474.0,424.0,50.0,2753.0,1107.0,1646.0,MN,10.4
MN-501,2019,499150,71346,201959,10758,79841,191201,37384,270858,12608,128362,7883694,4.654837590176402,5.326823761258473,41.75762679065486,46.823060833406394,14.29349894821196,1579.0,1002.0,577.0,317.0,1262.0,1405.0,828.0,577.0,0.0,613.0,780.0,238.0,579.0,375,201,0.0,0.0,304.0,256.0,48.0,2676.0,1032.0,1644.0,MN,6.6
MN-501,2020,488691,67541,197813,10323,78386,187490,36850,264327,12533,142910,8734651,4.741475520851067,5.218565008366487,41.8080964318097,47.010945832163905,13.820798827889195,1630.0,1043.0,587.0,338.0,1292.0,1655.0,982.0,673.0,0.0,743.0,896.0,250.0,720.0,493,176,0.0,0.0,461.0,409.0,52.0,2835.0,1157.0,1677.0,MN,14.1
MN-501,2021,474227,64948,198854,11375,79750,187479,37700,257418,12869,145689,9028428,4.999261900877173,5.720277188288896,42.53809760026456,47.27272727272727,13.695550864881165,1872.0,1300.0,572.0,314.0,1558.0,2277.0,1631.0,646.0,0.0,876.0,1387.0,378.0,1242.0,498,145,0.0,0.0,472.0,398.0,70.0,2982.0,1107.0,1875.0,MN,18.2
MN-501,2022,480798,62886,204412,12162,79139,192250,37974,260803,12856,157531,10030721,4.929391149641684,5.949748547052032,41.16462938881664,47.98392701449349,13.079505322401507,1713.0,1258.0,455.0,300.0,1413.0,1902.0,1313.0,589.0,0.0,703.0,1180.0,318.0,984.0,385,196,0.0,0.0,487.0,407.0,80.0,2945.0,1154.0,1791.0,MN,3.6
MN-501,2023,480798,62886,204412,12162,79139,192250,37974,260803,12856,157531,10030721,4.929391149641684,5.949748547052032,41.16462938881664,47.98392701449349,13.079505322401507,1680.0,1099.0,581.0,368.0,1312.0,1607.0,1104.0,503.0,0.0,658.0,898.0,393.0,696.0,265,202,0.0,0.0,360.0,286.0,74.0,2644.0,921.0,1723.0,MN,15.1
MN-502,2007,684919,71032,294340,23018,61574,271322,26508,384506,21256,110376,9018078,5.528132200797907,7.820207922810356,22.694068302607235,43.05063825640693,10.370861371928653,446.0,143.0,303.0,33.0,413.0,,189.0,292.0,,,,105.0,84.0,249,43,,,,,,386.0,264.0,122.0,MN,14.5
MN-502,2008,684919,71032,294340,23018,61574,271322,26508,384506,21256,110376,9018078,5.528132200797907,7.820207922810356,22.694068302607235,43.05063825640693,10.370861371928653,446.0,143.0,303.0,33.0,413.0,,176.0,289.0,,,,109.0,67.0,246,43,,,,,,469.0,294.0,175.0,MN,8.5
MN-502,2009,684919,71032,294340,23018,61574,271322,26508,384506,21256,110376,9018078,5.528132200797907,7.820207922810356,22.694068302607235,43.05063825640693,10.370861371928653,417.0,124.0,293.0,4.0,413.0,,189.0,279.0,,,,127.0,62.0,244,35,,,,,,520.0,317.0,203.0,MN,2.2
MN-502,2010,684919,71032,294340,23018,61574,271322,26508,384506,21256,110376,9018078,5.528132200797907,7.820207922810356,22.694068302607235,43.05063825640693,10.370861371928653,419.0,103.0,316.0,13.0,406.0,,180.0,238.0,,,,130.0,50.0,221,17,,,,,,392.0,228.0,164.0,MN,8.8
MN-502,2011,690525,74130,295838,23492,63434,272346,28229,386121,21356,114567,9219585,5.530908704784252,7.940832482642528,23.29169512311545,44.50137150424063,10.7353100901488,361.0,112.0,249.0,5.0,356.0,,197.0,173.0,,,,143.0,54.0,162,11,,,,,,413.0,207.0,206.0,MN,5.0
MN-502,2012,696383,76416,298075,23232,65675,274843,29083,387823,22001,118100,9385758,5.672948742080795,7.794011574268221,23.89546031734481,44.28321279025504,10.97327189204791,379.0,151.0,228.0,20.0,359.0,,211.0,197.0,,,,141.0,67.0,178,19,,,,,,403.0,172.0,231.0,MN,18.4
MN-502,2013,692295,76239,295950,23507,66650,272443,29472,383842,22607,119703,9330306,5.889662934228146,7.94289575941882,24.463832801723665,44.21905476369092,11.012501895868091,452.0,146.0,306.0,27.0,425.0,,252.0,213.0,,,,169.0,83.0,194,19,,,0.0,0.0,0.0,382.0,188.0,194.0,MN,11.4
MN-502,2014,700252,77439,299596,23733,68646,275863,30035,386794,21187,124373,9727885,5.477592723775446,7.921667846032657,24.88409101619282,43.753459779156834,11.058733141783245,482.0,115.0,367.0,24.0,458.0,520.0,256.0,264.0,0.0,418.0,102.0,175.0,81.0,243,21,0.0,0.0,2.0,2.0,0.0,458.0,204.0,254.0,MN,2.3
MN-502,2015,706842,78416,302863,24369,70668,278494,30336,390090,18520,126625,9887365,4.747622343561742,8.046212313818458,25.37505296343907,42.92749193411446,11.09385124256906,451.0,122.0,329.0,22.0,429.0,467.0,246.0,221.0,0.0,385.0,82.0,179.0,67.0,206,15,0.0,0.0,34.0,34.0,0.0,439.0,204.0,235.0,MN,13.7
MN-502,2016,711629,76853,305216,24051,71535,281165,30357,391842,16890,130841,10272357,4.310410828854487,7.87999318515412,25.442355912008964,42.436569511427976,10.799587987560932,423.0,147.0,276.0,14.0,409.0,491.0,250.0,241.0,0.0,382.0,109.0,168.0,82.0,214,27,0.0,0.0,84.0,73.0,11.0,422.0,222.0,200.0,MN,12.6
MN-502,2017,704930,74932,304674,24733,71196,279941,29967,387798,15390,133983,10495521,3.9685609518357494,8.11785711941288,25.43250184860381,42.090847800438226,10.62970791426099,552.0,262.0,290.0,57.0,495.0,502.0,182.0,320.0,0.0,321.0,161.0,142.0,40.0,179,121,0.0,0.0,62.0,53.0,9.0,533.0,295.0,236.0,MN,14.6
MN-502,2018,708812,73507,307028,24897,71976,282131,30064,388340,13758,136118,10842943,3.5427717979090487,8.109032400953659,25.51155314375237,41.76947871512727,10.370450838868416,497.0,232.0,265.0,66.0,431.0,522.0,195.0,327.0,0.0,337.0,165.0,156.0,39.0,181,126,0.0,0.0,162.0,129.0,33.0,400.0,231.0,169.0,MN,10.4
MN-502,2019,700355,70656,304288,24642,71575,279646,29831,383433,12734,135533,10918240,3.3210495705899077,8.098249027237355,25.594859214864503,41.67796018162767,10.088597925337863,452.0,210.0,242.0,58.0,394.0,457.0,201.0,256.0,0.0,326.0,123.0,132.0,61.0,194,62,0.0,0.0,143.0,106.0,37.0,306.0,149.0,157.0,MN,6.6
MN-502,2020,687554,67218,301399,24142,72512,277257,30118,375310,13002,148100,11820037,3.464336148783672,8.009980126012364,26.15335230490123,41.53519417475729,9.776395744916035,459.0,219.0,240.0,66.0,393.0,417.0,212.0,205.0,0.0,303.0,106.0,146.0,58.0,157,48,0.0,0.0,128.0,97.0,31.0,302.0,168.0,134.0,MN,14.1
MN-502,2021,690614,67756,298825,23111,71218,275714,30269,374841,13100,154411,12426032,3.4948151349505525,7.733958002175186,25.830389461543486,42.501895588194,9.8109797947913,419.0,201.0,218.0,0.0,419.0,599.0,378.0,221.0,0.0,372.0,213.0,199.0,165.0,173,48,0.0,0.0,99.0,62.0,37.0,272.0,143.0,129.0,MN,18.2
MN-502,2022,673872,66548,293565,21761,69344,271804,29485,365573,12960,161888,13244942,3.5451195794000108,7.412668403930986,25.512501655604776,42.51990078449469,9.875465963862574,485.0,281.0,204.0,88.0,397.0,591.0,370.0,221.0,0.0,351.0,225.0,181.0,174.0,170,51,0.0,0.0,173.0,127.0,46.0,293.0,137.0,156.0,MN,3.6
MN-502,2023,673872,66548,293565,21761,69344,271804,29485,365573,12960,161888,13244942,3.5451195794000108,7.412668403930986,25.512501655604776,42.51990078449469,9.875465963862574,496.0,276.0,220.0,82.0,414.0,552.0,331.0,221.0,0.0,324.0,214.0,171.0,146.0,153,68,0.0,0.0,171.0,106.0,65.0,293.0,137.0,156.0,MN,15.1
MN-503,2007,999685,58224,394722,20063,74374,374659,33192,578699,36965,223550,16236861,6.38760391844465,5.082817780615217,19.85111794992246,44.62849920671202,5.824234633909682,800.0,141.0,659.0,136.0,664.0,,94.0,243.0,,,,71.0,23.0,211,32,,,,,,145.0,63.0,82.0,MN,14.5
MN-503,2008,999685,58224,394722,20063,74374,374659,33192,578699,36965,223550,16236861,6.38760391844465,5.082817780615217,19.85111794992246,44.62849920671202,5.824234633909682,800.0,141.0,659.0,136.0,664.0,,139.0,449.0,,,,106.0,33.0,394,55,,,,,,297.0,188.0,109.0,MN,8.5
MN-503,2009,999685,58224,394722,20063,74374,374659,33192,578699,36965,223550,16236861,6.38760391844465,5.082817780615217,19.85111794992246,44.62849920671202,5.824234633909682,840.0,196.0,644.0,107.0,733.0,,165.0,364.0,,,,121.0,44.0,319,45,,,,,,342.0,224.0,118.0,MN,2.2
MN-503,2010,999685,58224,394722,20063,74374,374659,33192,578699,36965,223550,16236861,6.38760391844465,5.082817780615217,19.85111794992246,44.62849920671202,5.824234633909682,924.0,196.0,728.0,175.0,749.0,,142.0,314.0,,,,100.0,42.0,281,33,,,,,,388.0,257.0,131.0,MN,8.8
MN-503,2011,1003431,62834,396742,20369,77520,376373,35305,576102,37255,228671,16435227,6.466736793137326,5.134066975515574,20.596589022060563,45.543085655314755,6.261915368371119,696.0,193.0,503.0,78.0,618.0,,196.0,402.0,,,,141.0,55.0,343,59,,,,,,530.0,335.0,195.0,MN,5.0
MN-503,2012,1042839,67671,408304,20021,82129,388283,38164,597111,39674,238296,17040721,6.64432576187677,4.903454288961166,21.151840281444205,46.46836074955253,6.489112892785943,853.0,304.0,549.0,186.0,667.0,,259.0,403.0,,,,171.0,88.0,321,82,,,,,,558.0,325.0,233.0,MN,18.4
MN-503,2013,1041330,73433,406950,18842,86053,388108,39976,593907,40741,240294,16916935,6.859828222263756,4.630052832043249,22.17243653828316,46.45509162957712,7.051847157001142,745.0,213.0,532.0,110.0,635.0,,232.0,363.0,,,,146.0,86.0,286,77,,,0.0,0.0,0.0,533.0,304.0,229.0,MN,11.4
MN-503,2014,1067085,74851,414531,18234,88243,396297,40218,608219,36960,249206,17696339,6.07675853598786,4.3987060075121045,22.26688569431512,45.576419659349746,7.014530238921923,735.0,262.0,473.0,98.0,637.0,642.0,255.0,387.0,0.0,453.0,189.0,148.0,107.0,305,82,0.0,0.0,1.0,0.0,1.0,548.0,311.0,237.0,MN,2.3
MN-503,2015,1078908,75312,419129,17010,92094,402119,42295,615446,32147,256799,18022732,5.223366469194698,4.058416382545707,22.90217572410157,45.92590179599105,6.9803912845210165,608.0,298.0,310.0,180.0,428.0,406.0,264.0,142.0,0.0,265.0,141.0,158.0,106.0,107,35,0.0,0.0,190.0,190.0,0.0,718.0,397.0,321.0,MN,13.7
MN-503,2016,1070728,71765,414873,16442,92752,398431,41571,609989,26734,260139,18277916,4.382701983150516,3.9631405273421025,23.27931310565694,44.81951871657754,6.702449174767075,618.0,289.0,329.0,207.0,411.0,490.0,289.0,201.0,0.0,344.0,146.0,182.0,107.0,162,39,0.0,0.0,260.0,245.0,15.0,692.0,359.0,332.0,MN,12.6
MN-503,2017,1082353,68318,417150,16950,91823,400200,40615,616525,23489,261967,18557210,3.809902274846924,4.063286587558433,22.944277861069462,44.23183733922873,6.311988787391913,544.0,258.0,286.0,110.0,434.0,422.0,296.0,126.0,0.0,275.0,147.0,187.0,109.0,88,38,0.0,0.0,333.0,310.0,23.0,729.0,348.0,380.0,MN,14.6
MN-503,2018,1035751,62771,399478,16454,89083,383024,39727,585575,20364,257982,18391306,3.47760747982752,4.118875132047322,23.25781152094908,44.5954895995869,6.060433443945504,625.0,345.0,280.0,212.0,413.0,408.0,296.0,112.0,0.0,271.0,137.0,191.0,105.0,80,32,0.0,0.0,249.0,197.0,52.0,764.0,373.0,390.0,MN,10.4
MN-503,2019,1071463,60462,412470,16061,91946,396409,40696,605286,19184,270596,19133634,3.169410823974121,3.893858947317381,23.194730694812684,44.260761751462816,5.642938673570622,686.0,372.0,314.0,236.0,450.0,397.0,293.0,104.0,0.0,262.0,135.0,197.0,96.0,65,39,0.0,0.0,298.0,251.0,47.0,1074.0,422.0,652.0,MN,6.6
MN-503,2020,908563,52819,355603,14465,82849,341138,37314,509383,17820,273736,18785829,3.498349964564974,4.067738461149091,24.28606604951662,45.03856413475118,5.813465879636305,561.0,327.0,234.0,146.0,415.0,428.0,336.0,92.0,0.0,248.0,180.0,197.0,139.0,51,41,0.0,0.0,277.0,219.0,58.0,955.0,301.0,654.0,MN,14.1
MN-503,2021,905605,50443,357111,15194,79897,341917,36289,508544,18996,283596,19382627,3.7353699974830104,4.254699519197112,23.367366934080493,45.419727899670825,5.570088504370007,610.0,294.0,316.0,0.0,610.0,595.0,486.0,109.0,0.0,343.0,247.0,277.0,204.0,66,43,0.0,0.0,304.0,219.0,85.0,911.0,297.0,614.0,MN,18.2
MN-503,2022,953681,57028,374968,14705,84627,360263,39882,532876,19949,320614,21979133,3.7436476778837857,3.921667982334492,23.49033900233996,47.1268035024283,5.979777304989824,746.0,435.0,311.0,180.0,566.0,646.0,539.0,107.0,0.0,320.0,326.0,253.0,286.0,67,40,0.0,0.0,293.0,208.0,85.0,1083.0,354.0,729.0,MN,3.6
MN-503,2023,953681,57028,374968,14705,84627,360263,39882,532876,19949,320614,21979133,3.7436476778837857,3.921667982334492,23.49033900233996,47.1268035024283,5.979777304989824,807.0,461.0,346.0,228.0,579.0,778.0,590.0,188.0,0.0,374.0,380.0,290.0,276.0,84,104,0.0,0.0,412.0,307.0,105.0,840.0,272.0,568.0,MN,15.1
MN-504,2007,125690,14250,79108,24449,10891,54659,4639,62186,5222,21248,1496336,8.397388479722125,30.90585023006523,19.925355385206466,42.59480304838858,11.33741745564484,232.0,76.0,156.0,116.0,116.0,,11.0,100.0,,,,0.0,11.0,89,11,,,,,,59.0,28.0,31.0,MN,14.5
MN-504,2008,125690,14250,79108,24449,10891,54659,4639,62186,5222,21248,1496336,8.397388479722125,30.90585023006523,19.925355385206466,42.59480304838858,11.33741745564484,230.0,98.0,132.0,116.0,114.0,,21.0,100.0,,,,5.0,16.0,89,11,,,,,,100.0,69.0,31.0,MN,8.5
MN-504,2009,125690,14250,79108,24449,10891,54659,4639,62186,5222,21248,1496336,8.397388479722125,30.90585023006523,19.925355385206466,42.59480304838858,11.33741745564484,210.0,69.0,141.0,90.0,120.0,,24.0,95.0,,,,11.0,13.0,85,10,,,,,,105.0,72.0,33.0,MN,2.2
MN-504,2010,125690,14250,79108,24449,10891,54659,4639,62186,5222,21248,1496336,8.397388479722125,30.90585023006523,19.925355385206466,42.59480304838858,11.33741745564484,208.0,87.0,121.0,119.0,89.0,,30.0,73.0,,,,13.0,17.0,61,12,,,,,,90.0,57.0,33.0,MN,8.8
MN-504,2011,123817,14033,78472,24891,10780,53581,4410,61113,5162,20061,1477441,8.44664801269779,31.719594250178407,20.119072059125436,40.909090909090914,11.333661775038967,174.0,66.0,108.0,83.0,91.0,,31.0,63.0,,,,19.0,12.0,54,9,,,,,,134.0,87.0,47.0,MN,5.0
MN-504,2012,125870,15046,79774,25431,11193,54343,4709,61545,5192,22090,1547211,8.436103663985701,31.87880763155915,20.59694900907201,42.070937192888415,11.953602923651388,178.0,61.0,117.0,98.0,80.0,,28.0,56.0,,,,16.0,11.0,51,5,,,,,,139.0,89.0,50.0,MN,18.4
MN-504,2013,125920,15447,79898,25776,11062,54122,4727,61110,5101,23107,1569718,8.347242677139583,32.26113294450425,20.439008166734418,42.731874887000544,12.2673125794155,265.0,131.0,134.0,171.0,94.0,,12.0,83.0,,,,7.0,5.0,72,10,,,0.0,0.0,0.0,148.0,89.0,59.0,MN,11.4
MN-504,2014,125823,16315,80215,26572,11035,53643,4673,60281,4343,23156,1585604,7.204591828270932,33.12597394502275,20.57118356542326,42.34707748074309,12.966627723071298,200.0,90.0,110.0,134.0,66.0,83.0,12.0,71.0,0.0,68.0,14.0,7.0,5.0,61,9,0.0,0.0,0.0,0.0,0.0,151.0,82.0,69.0,MN,2.3
MN-504,2015,125634,16571,80278,26723,11080,53555,4677,60226,3815,23220,1601483,6.33447348321323,33.288073943047905,20.689011296797684,42.211191335740075,13.189900823025614,68.0,32.0,36.0,23.0,45.0,68.0,18.0,50.0,0.0,47.0,21.0,8.0,10.0,39,11,0.0,0.0,61.0,49.0,12.0,159.0,89.0,70.0,MN,13.7
MN-504,2016,125426,16382,80531,26876,10803,53655,4592,59908,3250,22670,1651213,5.424984976964679,33.3734835032472,20.134190662566397,42.50671109876886,13.0610878127342,77.0,37.0,40.0,17.0,60.0,79.0,27.0,52.0,0.0,49.0,30.0,12.0,15.0,37,15,0.0,0.0,52.0,43.0,9.0,158.0,73.0,85.0,MN,12.6
MN-504,2017,121347,15078,77233,24965,10501,52268,4425,58019,2865,22377,1654616,4.938037539426739,32.32426553416286,20.090686462080047,42.1388439196267,12.425523498726792,99.0,63.0,36.0,41.0,58.0,74.0,28.0,46.0,0.0,40.0,34.0,9.0,19.0,31,15,0.0,0.0,48.0,44.0,4.0,179.0,85.0,94.0,MN,14.6
MN-504,2018,125101,15588,81903,27978,10833,53925,4621,59220,2956,24129,1770434,4.991556906450524,34.15992088201897,20.089012517385257,42.65669712914244,12.460332051702224,90.0,57.0,33.0,43.0,47.0,72.0,26.0,46.0,0.0,35.0,37.0,7.0,19.0,28,18,0.0,0.0,30.0,24.0,6.0,173.0,88.0,85.0,MN,10.4
MN-504,2019,125059,14360,82310,28089,10502,54221,4293,58997,2652,25167,1857129,4.495143820872248,34.12586562993561,19.368879216539717,40.877928013711674,11.482580222135152,90.0,47.0,43.0,28.0,62.0,56.0,23.0,33.0,0.0,29.0,27.0,9.0,14.0,20,13,0.0,0.0,37.0,16.0,21.0,93.0,40.0,53.0,MN,6.6
MN-504,2020,116787,12996,76095,25483,9377,50612,3837,55210,2802,34528,2536364,5.075167542111936,33.48840265457652,18.52722674464554,40.9192705556148,11.127950884944386,143.0,86.0,57.0,61.0,82.0,78.0,24.0,54.0,0.0,42.0,36.0,13.0,11.0,29,25,0.0,0.0,30.0,6.0,24.0,82.0,34.0,48.0,MN,14.1
MN-504,2021,115597,12599,69165,21839,8725,47326,3705,53671,2892,36010,2634099,5.388384788805873,31.57521867996819,18.435954866246885,42.46418338108883,10.89907177521908,73.0,26.0,47.0,0.0,73.0,86.0,35.0,51.0,0.0,47.0,39.0,19.0,16.0,28,23,0.0,0.0,47.0,26.0,21.0,75.0,30.0,45.0,MN,18.2
MN-504,2022,118723,13912,71906,22902,9086,49004,3817,55089,2924,39698,2994496,5.307774691862259,31.849915167023617,18.54134356379071,42.00968523002421,11.71803273165267,113.0,57.0,56.0,56.0,57.0,82.0,32.0,50.0,0.0,50.0,32.0,14.0,18.0,36,14,0.0,0.0,48.0,29.0,19.0,80.0,30.0,50.0,MN,3.6
MN-504,2023,118723,13912,71906,22902,9086,49004,3817,55089,2924,39698,2994496,5.307774691862259,31.849915167023617,18.54134356379071,42.00968523002421,11.71803273165267,87.0,47.0,40.0,24.0,63.0,84.0,30.0,54.0,0.0,38.0,46.0,10.0,20.0,28,26,0.0,0.0,28.0,17.0,11.0,72.0,30.0,42.0,MN,15.1
MN-505,2007,690196,68928,316600,51828,53749,264772,23934,376555,28460,99554,7424680,7.557992856289254,16.370183196462413,20.3001072620972,44.52920054326592,9.986728407582774,389.0,187.0,202.0,76.0,313.0,,199.0,196.0,,,,149.0,50.0,145,51,,,,,,197.0,77.0,120.0,MN,14.5
