CoC Number,CoC Name,CoC Category,Count Types,Homelessness.Type,Count,Year
NY-503,Albany City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,287,2017
NY-504,Cattaragus County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless,34,2017
NY-504,Cattaragus County CoC,NA,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,34,2017
NY-504,Cattaragus County CoC,NA,Sheltered and Unsheltered Count,Unsheltered.Homeless,0,2017
NY-504,Cattaragus County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,24,2017
NY-504,Cattaragus County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,10,2017
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,798,2017
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,770,2017
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,28,2017
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,581,2017
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,217,2017
NY-507,Schenectady City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,274,2017
NY-507,Schenectady City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,251,2017
NY-507,Schenectady City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,23,2017
NY-507,Schenectady City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,171,2017
NY-507,Schenectady City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,103,2017
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,925,2017
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,907,2017
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,18,2017
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,595,2017
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,330,2017
NY-510,Ithaca/Tompkins County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,73,2017
NY-510,Ithaca/Tompkins County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,53,2017
NY-510,Ithaca/Tompkins County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,20,2017
NY-510,Ithaca/Tompkins County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,54,2017
NY-510,Ithaca/Tompkins County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,19,2017
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,308,2017
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,246,2017
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,62,2017
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,271,2017
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,37,2017
NY-512,Troy/Rensselaer County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,194,2017
NY-512,Troy/Rensselaer County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,175,2017
NY-512,Troy/Rensselaer County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,19,2017
NY-512,Troy/Rensselaer County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,102,2017
NY-512,Troy/Rensselaer County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,92,2017
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,337,2017
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,326,2017
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,11,2017
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,254,2017
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,83,2017
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,83,2017
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,80,2017
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,3,2017
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,41,2017
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,42,2017
NY-516,Clinton County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless,126,2017
NY-516,Clinton County CoC,NA,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,125,2017
NY-516,Clinton County CoC,NA,Sheltered and Unsheltered Count,Unsheltered.Homeless,1,2017
NY-516,Clinton County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,73,2017
NY-516,Clinton County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,53,2017
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,162,2017
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,146,2017
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,16,2017
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,86,2017
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,76,2017
NY-519,"Columbia, Greene Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,144,2017
NY-519,"Columbia, Greene Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,141,2017
NY-519,"Columbia, Greene Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,3,2017
NY-519,"Columbia, Greene Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,72,2017
NY-519,"Columbia, Greene Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,72,2017
NY-520,"Franklin, Essex Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,28,2017
NY-520,"Franklin, Essex Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,27,2017
NY-520,"Franklin, Essex Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,1,2017
NY-520,"Franklin, Essex Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,21,2017
NY-520,"Franklin, Essex Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,7,2017
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,169,2017
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,134,2017
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,35,2017
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,129,2017
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,40,2017
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,247,2017
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,239,2017
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,8,2017
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,175,2017
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,72,2017
NY-600,New York City CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,76501,2017
NY-600,New York City CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,72565,2017
NY-600,New York City CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,3936,2017
NY-600,New York City CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,31124,2017
NY-600,New York City CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,45377,2017
NY-601,Poughkeepsie/Dutchess County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,388,2017
NY-601,Poughkeepsie/Dutchess County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,379,2017
NY-601,Poughkeepsie/Dutchess County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,9,2017
NY-601,Poughkeepsie/Dutchess County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,207,2017
NY-601,Poughkeepsie/Dutchess County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,181,2017
NY-602,"Newburgh, Middletown/Orange County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,350,2017
NY-602,"Newburgh, Middletown/Orange County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,320,2017
NY-602,"Newburgh, Middletown/Orange County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,30,2017
NY-602,"Newburgh, Middletown/Orange County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,186,2017
NY-602,"Newburgh, Middletown/Orange County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,164,2017
NY-603,"Nassau, Suffolk Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,3937,2017
NY-603,"Nassau, Suffolk Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,3873,2017
NY-603,"Nassau, Suffolk Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,64,2017
NY-603,"Nassau, Suffolk Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,994,2017
NY-603,"Nassau, Suffolk Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,2943,2017
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1832,2017
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1785,2017
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,47,2017
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,669,2017
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,1163,2017
NY-606,Rockland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,170,2017
NY-606,Rockland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,112,2017
NY-606,Rockland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,58,2017
NY-606,Rockland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,135,2017
NY-606,Rockland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,35,2017
NY-607,Sullivan County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless,167,2017
NY-607,Sullivan County CoC,NA,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,165,2017
NY-607,Sullivan County CoC,NA,Sheltered and Unsheltered Count,Unsheltered.Homeless,2,2017
NY-607,Sullivan County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,114,2017
NY-607,Sullivan County CoC,NA,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,53,2017
NY-608,Kingston/Ulster County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,411,2017
NY-608,Kingston/Ulster County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,377,2017
NY-608,Kingston/Ulster County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,34,2017
NY-608,Kingston/Ulster County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,167,2017
NY-608,Kingston/Ulster County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,244,2017
OH-500,Cincinnati/Hamilton County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1162,2017
OH-500,Cincinnati/Hamilton County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1088,2017
OH-500,Cincinnati/Hamilton County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,74,2017
OH-500,Cincinnati/Hamilton County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,889,2017
OH-500,Cincinnati/Hamilton County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,273,2017
OH-501,Toledo/Lucas County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,499,2017
OH-501,Toledo/Lucas County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,483,2017
OH-501,Toledo/Lucas County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,16,2017
OH-501,Toledo/Lucas County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,257,2017
OH-501,Toledo/Lucas County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,242,2017
OH-502,Cleveland/Cuyahoga County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1727,2017
OH-502,Cleveland/Cuyahoga County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1630,2017
OH-502,Cleveland/Cuyahoga County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,97,2017
OH-502,Cleveland/Cuyahoga County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1360,2017
OH-502,Cleveland/Cuyahoga County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,367,2017
OH-503,Columbus/Franklin County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,1691,2017
OH-503,Columbus/Franklin County CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1351,2017
OH-503,Columbus/Franklin County CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,340,2017
OH-503,Columbus/Franklin County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1242,2017
OH-503,Columbus/Franklin County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,449,2017
OH-504,Youngstown/Mahoning County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,262,2017
OH-504,Youngstown/Mahoning County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,256,2017
OH-504,Youngstown/Mahoning County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,6,2017
OH-504,Youngstown/Mahoning County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,163,2017
OH-504,Youngstown/Mahoning County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,99,2017
OH-505,"Dayton, Kettering/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,619,2017
OH-505,"Dayton, Kettering/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,566,2017
OH-505,"Dayton, Kettering/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,53,2017
OH-505,"Dayton, Kettering/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,459,2017
OH-505,"Dayton, Kettering/Montgomery County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,160,2017
OH-506,"Akron, Barberton/Summit County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,507,2017
OH-506,"Akron, Barberton/Summit County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,429,2017
OH-506,"Akron, Barberton/Summit County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,78,2017
OH-506,"Akron, Barberton/Summit County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,392,2017
OH-506,"Akron, Barberton/Summit County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,115,2017
OH-507,Ohio Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,3309,2017
OH-507,Ohio Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,2686,2017
OH-507,Ohio Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,623,2017
OH-507,Ohio Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1779,2017
OH-507,Ohio Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,1530,2017
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,319,2017
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,297,2017
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,22,2017
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,147,2017
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,172,2017
OK-500,North Central Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,192,2017
OK-500,North Central Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,147,2017
OK-500,North Central Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,45,2017
OK-500,North Central Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,82,2017
OK-500,North Central Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,110,2017
OK-501,Tulsa City & County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,1074,2017
OK-501,Tulsa City & County CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,900,2017
OK-501,Tulsa City & County CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,174,2017
OK-501,Tulsa City & County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,819,2017
OK-501,Tulsa City & County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,255,2017
OK-502,Oklahoma City CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,1368,2017
OK-502,Oklahoma City CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1100,2017
OK-502,Oklahoma City CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,268,2017
OK-502,Oklahoma City CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1009,2017
OK-502,Oklahoma City CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,359,2017
OK-503,Oklahoma Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,432,2017
OK-503,Oklahoma Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,139,2017
OK-503,Oklahoma Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,293,2017
OK-503,Oklahoma Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,151,2017
OK-503,Oklahoma Balance of State CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,281,2017
OK-504,Norman/Cleveland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,174,2017
OK-504,Norman/Cleveland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,98,2017
OK-504,Norman/Cleveland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,76,2017
OK-504,Norman/Cleveland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,155,2017
OK-504,Norman/Cleveland County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,19,2017
OK-505,Northeast Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,377,2017
OK-505,Northeast Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,325,2017
OK-505,Northeast Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,52,2017
OK-505,Northeast Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,209,2017
OK-505,Northeast Oklahoma CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,168,2017
OK-506,Southwest Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,231,2017
OK-506,Southwest Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,169,2017
OK-506,Southwest Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,62,2017
OK-506,Southwest Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,150,2017
OK-506,Southwest Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,81,2017
OK-507,Southeastern Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,351,2017
OK-507,Southeastern Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,206,2017
OK-507,Southeastern Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,145,2017
OK-507,Southeastern Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,249,2017
OK-507,Southeastern Oklahoma Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,102,2017
OR-500,"Eugene, Springfield/Lane County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1529,2017
OR-500,"Eugene, Springfield/Lane County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,526,2017
OR-500,"Eugene, Springfield/Lane County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,1003,2017
OR-500,"Eugene, Springfield/Lane County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1260,2017
OR-500,"Eugene, Springfield/Lane County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,269,2017
OR-501,"Portland, Gresham/Multnomah County CoC",Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,4177,2017
OR-501,"Portland, Gresham/Multnomah County CoC",Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,2509,2017
OR-501,"Portland, Gresham/Multnomah County CoC",Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,1668,2017
